Temperature (K),Pressure (atm),Feed Rate (kg/s),Catalyst Concentration (mol/L),Reaction Time (h),Reaction Rate,Conversion Efficiency (%),Product Purity (%),Energy Consumption (MJ),Reactor Volume (m^3),Cooling Rate (kW),Agitation Speed (RPM)
673.8857994047761,73.43606646255617,6.349353675401453,0.02094743549992513,1.422700208077002,0.9922103924077736,99.0194975663665,95.60392532965254,6.633646432998408,16.240682891654657,3.2848586515166964,93.37947382401808
382.6597318354699,32.63932775176727,2.008305170904188,0.025869311734642075,3.5264023933345765,0.2807150967756023,99.73677726085168,92.1151228946614,2.3115472721837063,2.674436063754717,4.853037298144611,199.24176365341995
539.8190334037909,27.329395985014806,0.42778704113294463,0.0724536794289489,7.302396797052375,0.5356032585311017,99.44868864549701,94.36957022254393,0.8537349988526317,10.112815893973803,4.192904710361421,229.49252365217575
668.6389754578947,63.363005039282704,1.1352479643849789,0.030253226420727176,19.478058520473247,0.10385268273523622,99.89893810231474,92.83814606067291,14.011097781613591,12.426953288386239,2.8277337741463735,209.0402330440469
691.4219073527731,70.27750351785673,0.33879089624225034,0.012602873867398263,10.374077747940461,0.08399689398176022,99.92473076578452,93.11945846107159,2.4700034267748876,16.240462200716927,1.6606012816995896,121.91179828853966
344.2151643554189,69.54475325010552,6.050788266449702,0.08751045693490984,14.862391267346641,0.20267550338853046,99.8057206612541,93.1733988606611,62.5410282028806,43.19125091573692,4.9876236219220935,254.00282722899632
539.4327352271624,51.72551559763652,2.3067594540770715,0.038279362153818684,16.94821793610951,0.1218366503618703,99.87152110658043,96.61356988817938,20.22232927092184,2.9600961354151916,3.4169230768835557,229.43494921724886
692.7604262928141,47.40387395788618,4.176871019103231,0.09683034384206504,1.988716972122433,3.3730405692931873,96.68114758126805,94.68899893151973,3.937656966330189,11.123508829213765,0.37837539298126255,294.2677021813903
364.23250023582216,98.39766930940242,6.583134648083755,0.09233497782655711,5.795952589792554,0.5802566413710057,99.4175378366699,93.64867262650849,37.54415844401662,10.407370370958196,3.4619643127649127,52.52456510387469
483.33950998851753,41.895880203870774,3.0647455076512284,0.01523769762647947,11.089039206006493,0.0664167667487952,99.93648711205817,94.46994874613088,14.23834969889777,8.598243198040894,3.6461357338872853,288.38031019346215
674.2022702744941,34.17878218411313,6.707650892251367,0.02529362584753045,2.1440374604174544,0.7953694972548824,99.20472687300929,94.80649425561117,4.915406105663202,3.2265790498780635,3.383618960281267,411.8280621542645
451.06738435572765,45.19035913898401,6.128404187786221,0.05811972042875125,3.084070413262314,0.8500425334177738,99.14690254509065,94.89918535903877,8.541172212109881,26.032319662384854,1.8747468043010955,359.80892254773295
472.8169079736263,73.93804758598776,2.014355849904005,0.02223466009901958,12.865854498639848,0.08171181509144541,99.91638707192628,93.3158922532092,19.162087021108086,17.642472238615586,3.506870609487406,143.5872177343542
520.8631775273456,93.47447145497624,9.353534986366762,0.07145486281204619,5.651641774408643,0.6585379678979609,99.34186439587734,97.44544673563564,49.41325006684658,40.55989794965342,1.0098948182432206,101.13605543141179
438.787609069794,74.21323831132148,0.10925967967402977,0.09678935831736489,19.793661760626875,0.21456348821700325,99.77543689962283,95.09408405691275,1.6049719627347145,24.87064276988537,1.3043947819889634,304.8645381266142
400.6173895131751,3.447701630885448,3.4654434984960423,0.09695095096704288,1.184428005436739,3.279239996770833,96.77442898095231,93.9406624437943,0.1415132692844671,44.745395696904446,0.5566206909423614,237.00936869540106
506.1604018764117,51.93457233973055,1.263611149409695,0.02698487678822077,4.32716163645951,0.3156497775499514,99.69136429761711,97.8904435802016,2.8397043522279852,12.319951397653234,2.5500190204105238,298.8023603444301
496.0808482158004,81.96904871547679,7.200314015215228,0.07037713297109693,12.717697980968579,0.274520969687621,99.70540922277222,95.3874527252095,75.06022106074596,9.088509163372217,1.8250407867395084,324.70409390104885
419.72884503276157,95.20354693973502,9.5980575400328,0.07847838437009474,6.2498388526425925,0.527047855286209,99.46408332312826,90.8600260631553,57.10909758163221,47.051880128279905,2.2350342473162605,273.52095614514525
795.9059194079363,51.10471158531673,6.588305241232218,0.09793796260821257,3.880465412783807,2.0087643074419104,98.01026120041884,90.88978168789778,13.065272454849305,22.74108632288437,1.3529110448198687,337.68924838811387
341.51082547681074,89.78466806995326,6.783562840325809,0.01494968095599649,12.06919177612244,0.042301738000368364,99.94354519726502,94.72181498012412,73.5086119427567,22.275966633683623,3.2994126189025863,160.65470735464856
335.9507381129449,45.462662423429464,1.9486747927960348,0.044787429597765584,17.468078266303454,0.08613637861112568,99.91967548063916,97.28647099623774,15.475310164109192,8.001028874741296,0.3640822585391855,192.26917067368865
727.5081600073918,43.639637888914024,8.12194013274614,0.0481438486422053,14.84861504702982,0.23588087259606902,99.75324817696031,92.61238152981932,52.62921235585113,36.88283374194196,4.488268761918847,65.28098746829447
441.4182300274385,33.854586096576114,5.704881677223172,0.08488516604984528,17.80349066962116,0.21046355711155176,99.80707923800172,92.39775962971049,34.385022362313386,29.03086288984497,3.5208981099134697,197.2749569540394
719.3317867753067,71.31533297212293,4.751364766987295,0.029378229152604046,1.6046323432167287,1.3169804384145334,98.70187051845016,92.56240147906857,5.437219037679775,22.01176110206908,4.72873635748689,464.0049926772673
486.0354223108295,88.32733252953419,3.155753695138814,0.02671939420794197,6.786921533421401,0.19134701917203187,99.80236260611883,97.33761345737928,18.91781798182642,10.10350993136906,2.2671670191001816,235.24548242034896
765.2883465439236,22.38965044114299,4.8301863183022,0.05580610183098135,9.806137382471862,0.43552071250431607,99.57841256687267,92.49850594392822,10.604963301666706,20.57053381223853,3.46478868066034,287.09633308975464
754.749080080449,54.47685029645364,5.182051246788607,0.072915038162655,9.091619597778278,0.6053108292250042,99.38647449567908,94.72837253928601,25.665808501153432,32.55335545998341,2.080257518297857,445.44352572200785
697.5666245671152,52.56533907134583,1.539066079756525,0.09561638112109898,10.323984148052844,0.6460567478161771,99.35159212911061,93.3119820130044,8.352261167380409,32.14985398000712,2.250337080770562,81.20711978387233
520.0485427234679,26.624162289307808,4.286525462218575,0.08773473204402227,12.255785217271637,0.37228393560151657,99.62405953054807,95.38105232703587,13.986933209375113,9.02086385193038,4.811935639531293,332.71291880653405
621.0462747299147,43.63555982804958,8.187033296168824,0.031812994557212156,2.286380130519308,0.8641319741206881,99.15759752770138,92.24755766249582,8.167996558685827,17.5937260199965,4.2596502068747855,286.8013319189656
343.62410304860754,8.868764262963841,6.477635055566243,0.016568170738703848,16.138485535924655,0.035277305274835385,99.95002397682126,94.85105288645993,9.271336953211717,37.53336814909011,1.817952009972985,410.1509099073326
746.3102926526276,99.06789508745328,8.591780084683082,0.08180985997167564,4.932247093986819,1.237884870199792,98.7714325394057,93.68017437326688,41.98178628474315,6.6041934496434065,4.634090968748925,253.90566150891235
768.4782787536128,62.668517550401724,5.2526253324010135,0.06416582040935302,10.546980073330985,0.46752756599662165,99.52366997441973,91.96297539991059,34.71794179773995,27.29252711991548,3.7978073319748447,247.68990876630835
310.8250459350907,13.298393009249564,0.6368542482799977,0.026307338783575294,3.2695477644114046,0.25009513165215475,99.74319887299103,94.92120998317685,0.27690251486541007,1.307114163155481,0.581879049233643,151.2363237556731
428.354846591031,26.930669077730926,7.976712130329436,0.07262044216731618,11.753484058351363,0.2646646578114041,99.72058289825947,97.77699405852127,25.248622269704384,31.600793448437752,0.9942218141867546,227.13061436915794
556.7123424139596,14.000610149798346,1.0606588468628928,0.034768361742988786,9.469588730947272,0.2044014440096909,99.78514604959409,95.6944513878548,1.4062217123729714,21.547644803979,3.3776923580672484,470.29842307111045
370.23883823309944,1.5770109682472024,0.5416497223769732,0.08655912736412841,5.772080095827224,0.5552166675049041,99.45303844501359,97.24938624120313,0.04930438973562776,4.4372021851977905,3.427494751986127,288.5627486189794
766.2806724504248,14.985468006122337,2.489005853755881,0.02578420768784897,12.601433672509717,0.15679120740641336,99.82883159655253,92.31207698881717,4.700198360480144,43.05348859399142,0.6701992294876992,490.5479530767015
758.0478708329047,31.952173872979127,4.796728609972269,0.09018399764106226,10.143414220529634,0.6739721548257679,99.33151755393055,94.84617404689673,15.546395761973951,36.41488392595674,4.094409320184883,465.3047708726859
